name,month,blocked_min,eligible_min,span_min,episodes,blocked_pct,eligible_days,usable_for_trend
Polk Street,2024-05,5806.709999866667,44640.0,44640.0,324,13.007862902927123,31.0,True
Polk Street,2024-06,5035.329999933333,43200.0,43200.0,225,11.65585648132716,30.0,True
Polk Street,2024-07,5499.729999983334,44640.0,44640.0,197,12.320183691718938,31.0,True
Polk Street,2024-08,6669.919999983334,44640.0,44640.0,229,14.941577060894565,31.0,True
Polk Street,2024-09,5773.229999966667,43200.0,43200.0,293,13.363958333256173,30.0,True
Polk Street,2024-10,2852.8099999166666,44640.0,44640.0,335,6.390703404831242,31.0,True
Polk Street,2024-11,3081.869999833333,43200.0,43200.0,377,7.133958332947531,30.0,True
Polk Street,2024-12,2591.3499998666666,44640.0,44640.0,356,5.804995519414576,31.0,True
Polk Street,2025-01,1652.9099999166667,39766.69,44640.0,249,4.156518935613366,27.615756944444446,True
Polk Street,2025-02,2654.0499999666667,35192.86,40320.0,315,7.541444486087992,24.439486111111112,True
Polk Street,2025-03,3100.1199998666666,44640.0,44640.0,517,6.94471326135006,31.0,True
Polk Street,2025-04,1509.8099999333333,43200.0,43200.0,668,3.4949305554012344,30.0,True
Polk Street,2025-05,595.15,44640.0,44640.0,573,1.3332213261648747,31.0,True
Polk Street,2025-06,1583.8599999666667,43200.0,43200.0,283,3.6663425925154325,30.0,True
Polk Street,2025-07,3100.6099999499997,44640.0,44640.0,216,6.9458109317876335,31.0,True
Polk Street,2025-08,1559.9199999833334,44640.0,44640.0,222,3.494444444407109,31.0,True
Polk Street,2025-09,2485.6399999333335,43200.0,43200.0,277,5.753796296141976,30.0,True
Polk Street,2025-10,2709.4599999166667,44640.0,44640.0,312,6.069578852859916,31.0,True
Polk Street,2025-11,2608.6199999166665,43200.0,43200.0,352,6.038472222029321,30.0,True
Polk Street,2025-12,1841.1299999166667,44640.0,44640.0,330,4.124395161103644,31.0,True
Polk Street,2026-01,2028.8899998333334,42199.23,44640.0,324,4.8078839349280384,29.305020833333337,True
Polk Street,2026-02,2490.969999966667,40320.0,40320.0,340,6.17800099198082,28.0,True
Polk Street,2026-03,2715.9599999,44640.0,44640.0,355,6.084139784722223,31.0,True
Polk Street,2026-04,2542.6399999166665,43200.0,43200.0,387,5.885740740547839,30.0,True
Polk Street,2026-05,2131.8599999666667,44640.0,44640.0,298,4.7756720429360815,31.0,True
Polk Street,2026-06,1259.5199999666665,43200.0,43200.0,191,2.9155555554783947,30.0,True
Polk Street,2026-07,1159.1699999333332,44640.0,44640.0,130,2.5967069890979686,31.0,True
Polk Street,2026-08,1275.3299999333333,44640.0,44640.0,149,2.85692204286141,31.0,True
Polk Street,2026-09,1071.14999995,27722.8,27722.8,166,3.8637872074610065,19.251944444444444,True
Telephone Road,2025-05,2334.5599999833335,10247.486666666666,28514.366666666665,27,22.78178128864769,7.116310185185185,False
Telephone Road,2025-06,451.92,17240.746666666666,43200.0,42,2.6212321817461888,11.97274074074074,False
Telephone Road,2025-07,311.3899999833333,19760.2,44640.0,52,1.5758443739604524,13.72236111111111,False
Telephone Road,2025-08,557.22,28881.776666666665,44640.0,85,1.92931344366742,20.05678935185185,True
Telephone Road,2025-09,1575.89,25161.6,43200.0,74,6.2630754800966555,17.473333333333333,True
Telephone Road,2025-10,551.4599999666666,34841.66,44640.0,90,1.5827604079905107,24.195597222222226,True
Telephone Road,2025-11,867.9199999666666,34300.98333333333,43200.0,100,2.5303064682790923,23.820127314814812,True
Telephone Road,2025-12,368.0799999833333,17533.7,44640.0,59,2.0992716881396016,12.176180555555556,False
Telephone Road,2026-01,412.2399999666667,26910.753333333334,44640.0,65,1.5318783345096494,18.688023148148147,True
Telephone Road,2026-02,282.61999998333334,4341.386666666666,40320.0,9,6.509901597876562,3.0148518518518514,False
Telephone Road,2026-03,1056.48,15793.25,44640.0,83,6.689440108907286,10.967534722222222,False
Telephone Road,2026-04,2800.6399998666666,43200.0,43200.0,409,6.482962962654321,30.0,True
Telephone Road,2026-05,1975.0499999166666,44640.0,44640.0,274,4.424395161103644,31.0,True
Telephone Road,2026-06,1859.5299999,43200.0,43200.0,348,4.304467592361111,30.0,True
Telephone Road,2026-07,2022.4599999833335,30826.11,44640.0,163,6.560866745701398,21.407020833333334,True
Telephone Road,2026-08,1336.7833333166668,14243.423333333332,44640.0,69,9.385267165290555,9.891266203703703,False
Telephone Road,2026-09,981.92999995,28486.38,28486.38,145,3.447015731553114,19.782208333333333,True
York Street,2022-09,2165.5599999666665,30395.0,30395.0,396,7.124724461150408,21.10763888888889,True
York Street,2022-10,1950.5399998833332,44640.0,44640.0,563,4.369489247050478,31.0,True
